objectid,title,creator,date,color,description,subject,extent,size,medium,frame status,mat status,source,identifier,format,rights,rightsstatement,available,display_template,object_location,filename,image_small,image_thumb,image_alt_text,dominant color,Copies,Location,Donor if know,type,display_template
artloanprogram_00197,Old Man,P. Tojeiro ?,,no,"Old man with cane walking off steps, ed. 21/50",figures ; modernist,20 2/8 in x 25 6/8,medium,linocut,Not Framed,Not Matted,"Art Loan, folder 11, item 7",artloan_f11_0007,image/jpg,,,yes,image,/objects/artloan_f11_0007.jpg,artloan_f11_0007.jpg,/objects/small/artloan_f11_0007_sm.jpg,/objects/thumbs/artloan_f11_0007_th.jpg,,black,,CC3_FF_Drawer9_Folder 11,,,
artloanprogram_00198,Four Polo Players,J. L. Rey-bila,,yes,"Four men playing polo on horseback, ed. 102/350",figures ; animals ; leisure,24 in x 19 2/8 in,medium,lithograph with etching,Not Framed,Not Matted,"Art Loan, folder 11, item 8",artloan_f11_0008,image/jpg,,,yes,image,/objects/artloan_f11_0008.jpg,artloan_f11_0008.jpg,/objects/small/artloan_f11_0008_sm.jpg,/objects/thumbs/artloan_f11_0008_th.jpg,,black ; green,,CC3_FF_Drawer9_Folder 11,,,
artloanprogram_00199,Jerusalem Street,E. Raphaela,,yes,abstract alleyway with vendors and shoppers,figures ; cityscape,19 5/8 in x 27 5/8 in,medium,lithograph with etching,Not Framed,Not Matted,"Art Loan, folder 11, item 9",artloan_f11_0009,image/jpg,,,yes,image,/objects/artloan_f11_0009.jpg,artloan_f11_0009.jpg,/objects/small/artloan_f11_0009_sm.jpg,/objects/thumbs/artloan_f11_0009_th.jpg,,multicolor,,CC3_FF_Drawer9_Folder 11,,,
artloanprogram_00200,Wild Horses,E. Raphaela,1974,yes,four horses running,animals,24 in x 18 in,medium,watercolor and ink,Not Framed,Not Matted,"Art Loan, folder 11, item 10",artloan_f11_0010,image/jpg,,,yes,image,/objects/artloan_f11_0010.jpg,artloan_f11_0010.jpg,/objects/small/artloan_f11_0010_sm.jpg,/objects/thumbs/artloan_f11_0010_th.jpg,,blue ; yellow,,CC3_FF_Drawer9_Folder 11,,,
artloanprogram_00201,Juniper Street,R. Ehrlich,,yes,view of houses on a street,cityscape ; nature,26 in x 20 in,medium,photo silkscreen,Not Framed,Not Matted,"Art Loan, item 1",artloan_f12_0001,image/jpg,,,yes,image,/objects/artloan_f12_0001.jpg,artloan_f12_0001.jpg,/objects/small/artloan_f12_0001_sm.jpg,/objects/thumbs/artloan_f12_0001_th.jpg,,orange,,CC3_FF_Drawer9_Folder 8,,,
artloanprogram_00202,Hermes and Woman,,,no,Hermes standing with woman,figures ; literary ; women,19 2/8 in x 11.5 in,medium,"engraving, likely from book",Not Framed,Not Matted,"Art Loan, item 2",artloan_f12_0002,image/jpg,,,yes,image,/objects/artloan_f12_0002.jpg,artloan_f12_0002.jpg,/objects/small/artloan_f12_0002_sm.jpg,/objects/thumbs/artloan_f12_0002_th.jpg,,gray,,CC3_FF_Drawer9_Folder 8,,,
artloanprogram_00203,Bryn Mawr 1994,Somthe,1994,color,three owls on green background,animals ; Bryn Mawr,10 in x 12 in,,print,Not Framed,Matted,"Art Loan, item 3",artloan_f12_0003,image/jpg,,,yes,image,/objects/artloan_f12_0003.jpg,artloan_f12_0003.jpg,/objects/small/artloan_f12_0003_sm.jpg,/objects/thumbs/artloan_f12_0003_th.jpg,,,,,,,
artloanprogram_00204,Asphodelus Lutus,,,color,botanical drawing of flower,plants ; flowers ; nature,12.5 in 16 7/8,,drawing,Not Framed,Matted,"Art Loan, item 4",artloan_f12_0004,image/jpg,,,yes,image,/objects/artloan_f12_0004.jpg,artloan_f12_0004.jpg,/objects/small/artloan_f12_0004_sm.jpg,/objects/thumbs/artloan_f12_0004_th.jpg,,,,,,,
artloanprogram_00205,Symbol No. 2,Amaki Idaku,1957,color,Chinese symbols and large abstract figure,Chinese ; abstract,16 in x 19 3/8 in,,print,Not Framed,Not Matted,"Art Loan, item 5",artloan_f12_0005,image/jpg,,,yes,image,/objects/artloan_f12_0005.jpg,artloan_f12_0005.jpg,/objects/small/artloan_f12_0005_sm.jpg,/objects/thumbs/artloan_f12_0005_th.jpg,,,,,,,
artloanprogram_00206,Bryn Mawr College,"J Riegel, Jr Del",1934,black-and-white,Illustrated map of Bryn Mawr College Campus,map,22 6/8 x 17 6/8,,print,Not Framed,Not Matted,"Art Loan, item 6",artloan_f12_0006,image/jpg,,,yes,image,/objects/artloan_f12_0006.jpg,artloan_f12_0006.jpg,/objects/small/artloan_f12_0006_sm.jpg,/objects/thumbs/artloan_f12_0006_th.jpg,,,,,,,
artloanprogram_00207,Instrument,,,color,Table with instrument and mast,instrument ; table ; fruit,9 x 7,,linocut,Not Framed,Not Matted,"Art Loan, item 7",artloan_f12_0007,image/jpg,,,yes,image,/objects/artloan_f12_0007.jpg,artloan_f12_0007.jpg,/objects/small/artloan_f12_0007_sm.jpg,/objects/thumbs/artloan_f12_0007_th.jpg,,,,,,,
artloanprogram_00208,Woman,Debymne,,color,Woman with geometric patterns,woman ; geometric,8 6/8 x 7 4/8,,drawing,Not Framed,Matted,"Art Loan, item 8",artloan_f12_0008,image/jpg,,,yes,image,/objects/artloan_f12_0008.jpg,artloan_f12_0008.jpg,/objects/small/artloan_f12_0008_sm.jpg,/objects/thumbs/artloan_f12_0008_th.jpg,,,,,,,
artloanprogram_00209,Colonel Phillips,Andrew Geddes,,black-and-white,Portrait of a man,man,10 1/8 x 7,,etching,Not Framed,Not Matted,"Art Loan, item 9",artloan_f12_0009,image/jpg,,,yes,image,/objects/artloan_f12_0009.jpg,artloan_f12_0009.jpg,/objects/small/artloan_f12_0009_sm.jpg,/objects/thumbs/artloan_f12_0009_th.jpg,,,,,,,
artloanprogram_00210,Landscape,Taubes,,black-and-white,Landscape of hills with sparse trees and a small village in background,trees ; nature ; landscape,16 7/8 x 13 6/8,,drawing,Not Framed,Not Matted,"Art Loan, item 10",artloan_f12_0010,image/jpg,,,yes,image,/objects/artloan_f12_0010.jpg,artloan_f12_0010.jpg,/objects/small/artloan_f12_0010_sm.jpg,/objects/thumbs/artloan_f12_0010_th.jpg,,,,,,,
artloanprogram_00211,A jail can only hold a man's body,lo monaco,1963,color,civil rights collage,protest ; flag ; america ; civil rights,10 6/8 x 8 7/8,,print,Not Framed,Not Matted,"Art Loan, item 11",artloan_f12_0011,image/jpg,,,yes,image,/objects/artloan_f12_0011.jpg,artloan_f12_0011.jpg,/objects/small/artloan_f12_0011_sm.jpg,/objects/thumbs/artloan_f12_0011_th.jpg,,,,,,,
artloanprogram_00212,The use of dogs to fight men is an act of cowardice,lo monaco,1963,black-and-white,civil rights collage,protest ; flag ; america ; civil rights,10 6/8 x 8 7/8,,print,Not Framed,Not Matted,"Art Loan, item 12",artloan_f12_0012,image/jpg,,,yes,image,/objects/artloan_f12_0012.jpg,artloan_f12_0012.jpg,/objects/small/artloan_f12_0012_sm.jpg,/objects/thumbs/artloan_f12_0012_th.jpg,,,,,,,
artloanprogram_00213,When religious and patriotic symbols are used as a shield by hate-makers,lo monaco,1963,color,civil rights collage,protest ; flag ; america ; civil rights,10 6/8 x 8 7/8,,print,Not Framed,Not Matted,"Art Loan, item 13",artloan_f12_0013,image/jpg,,,yes,image,/objects/artloan_f12_0013.jpg,artloan_f12_0013.jpg,/objects/small/artloan_f12_0013_sm.jpg,/objects/thumbs/artloan_f12_0013_th.jpg,,,,,,,
artloanprogram_00214,The swastika and the high-pressure hose,lo monaco,1963,color,civil rights collage,protest ; flag ; america ; civil rights,10 6/8 x 8 7/8,,print,Not Framed,Not Matted,"Art Loan, item 14",artloan_f12_0014,image/jpg,,,yes,image,/objects/artloan_f12_0014.jpg,artloan_f12_0014.jpg,/objects/small/artloan_f12_0014_sm.jpg,/objects/thumbs/artloan_f12_0014_th.jpg,,,,,,,
artloanprogram_00215,WE SHALL OVERCOME!,lo monaco,1963,color,civil rights collage,protest ; flag ; america ; civil rights,10 6/8 x 8 7/8,,print,Not Framed,Not Matted,"Art Loan, item 15",artloan_f12_0015,image/jpg,,,yes,image,/objects/artloan_f12_0015.jpg,artloan_f12_0015.jpg,/objects/small/artloan_f12_0015_sm.jpg,/objects/thumbs/artloan_f12_0015_th.jpg,,,,,,,
artloanprogram_00216,Thames Fishermen,Seymour Haden,1878,black-and-white,fishermen on a boat on the thames river,nature ; river ; fisherman,15 6/8 x 19 7/8,,etching,Not Framed,Matted,"Art Loan, item 16",artloan_f12_0016,image/jpg,,,yes,image,/objects/artloan_f12_0016.jpg,artloan_f12_0016.jpg,/objects/small/artloan_f12_0016_sm.jpg,/objects/thumbs/artloan_f12_0016_th.jpg,,,,,,,
artloanprogram_00217,The Ferry - Egypt,,,black-and-white,dock and ferry in egypt with donkeys and passengers,egypt ; river ; travel,10 5/8 x 9 3/8,,etching,Not Framed,Not Matted,"Art Loan, item 17",artloan_f12_0017,image/jpg,,,yes,image,/objects/artloan_f12_0017.jpg,artloan_f12_0017.jpg,/objects/small/artloan_f12_0017_sm.jpg,/objects/thumbs/artloan_f12_0017_th.jpg,,,,,,,
artloanprogram_00218,Portrait,Kenneth Hair,,black-and-white,dark portrait of a bearded man,man ; portrait ; charcoal,18 x 13 1/8,,print,Not Framed,Not Matted,"Art Loan, item 18",artloan_f12_0018,image/jpg,,,yes,image,/objects/artloan_f12_0018.jpg,artloan_f12_0018.jpg,/objects/small/artloan_f12_0018_sm.jpg,/objects/thumbs/artloan_f12_0018_th.jpg,,,,,,,
artloanprogram_00219,Dante,,,color,portrait of Dante Aligheri,man ; portrait,17 3/8 x 12 4/8,,drawing,Not Framed,Not Matted,"Art Loan, item 19",artloan_f12_0019,image/jpg,,,yes,image,/objects/artloan_f12_0019.jpg,artloan_f12_0019.jpg,/objects/small/artloan_f12_0019_sm.jpg,/objects/thumbs/artloan_f12_0019_th.jpg,,,,,,,
artloanprogram_00220,In Front of 42nd Street Library,Isabel Bishop,1927,black-and-white,men in conversation,men,13 x 10,,etching,Not Framed,Not Matted,"Art Loan, item 20",artloan_f12_0020,image/jpg,,,yes,image,/objects/artloan_f12_0020.jpg,artloan_f12_0020.jpg,/objects/small/artloan_f12_0020_sm.jpg,/objects/thumbs/artloan_f12_0020_th.jpg,,,,,,,
artloanprogram_00221,Over the Wall,Isabel Bishop,1927,black-and-white,man looking over a wall,man,13 x 10,,etching,Not Framed,Not Matted,"Art Loan, item 21",artloan_f12_0021,image/jpg,,,yes,image,/objects/artloan_f12_0021.jpg,artloan_f12_0021.jpg,/objects/small/artloan_f12_0021_sm.jpg,/objects/thumbs/artloan_f12_0021_th.jpg,,,,,,,
artloanprogram_00222,Looking Over the Wall,Isabel Bishop,1928,black-and-white,man looking over a wall view from behind,man ; backview,13 x 10,,etching,Not Framed,Not Matted,"Art Loan, item 22",artloan_f12_0022,image/jpg,,,yes,image,/objects/artloan_f12_0022.jpg,artloan_f12_0022.jpg,/objects/small/artloan_f12_0022_sm.jpg,/objects/thumbs/artloan_f12_0022_th.jpg,,,,,,,
artloanprogram_00223,Waiting,Isabel Bishop,1930,black-and-white,woman holding jacket,woman ; jacket,13 x 10,,etching,Not Framed,Not Matted,"Art Loan, item 23",artloan_f12_0023,image/jpg,,,yes,image,/objects/artloan_f12_0023.jpg,artloan_f12_0023.jpg,/objects/small/artloan_f12_0023_sm.jpg,/objects/thumbs/artloan_f12_0023_th.jpg,,,,,,,
artloanprogram_00224,Reading the Newspaper,Isabel Bishop,1931,black-and-white,two men reading a newspaper,men,13 x 10,,etching,Not Framed,Not Matted,"Art Loan, item 24",artloan_f12_0024,image/jpg,,,yes,image,/objects/artloan_f12_0024.jpg,artloan_f12_0024.jpg,/objects/small/artloan_f12_0024_sm.jpg,/objects/thumbs/artloan_f12_0024_th.jpg,,,,,,,
artloanprogram_00225,Small Head,Isabel Bishop,1931,black-and-white,portrait of a woman,woman ; portrait,13 x 10,,etching,Not Framed,Not Matted,"Art Loan, item 25",artloan_f12_0025,image/jpg,,,yes,image,/objects/artloan_f12_0025.jpg,artloan_f12_0025.jpg,/objects/small/artloan_f12_0025_sm.jpg,/objects/thumbs/artloan_f12_0025_th.jpg,,,,,,,
artloanprogram_00226,Spectators,Isabel Bishop,1933,black-and-white,two women watching,women,13 x 10,,etching,Not Framed,Not Matted,"Art Loan, item 26",artloan_f12_0026,image/jpg,,,yes,image,/objects/artloan_f12_0026.jpg,artloan_f12_0026.jpg,/objects/small/artloan_f12_0026_sm.jpg,/objects/thumbs/artloan_f12_0026_th.jpg,,,,,,,
artloanprogram_00227,Laughing Head,Isabel Bishop,1934,black-and-white,portrait of a woman laughing,woman ; portrait,13 x 10,,etching,Not Framed,Not Matted,"Art Loan, item 27",artloan_f12_0027,image/jpg,,,yes,image,/objects/artloan_f12_0027.jpg,artloan_f12_0027.jpg,/objects/small/artloan_f12_0027_sm.jpg,/objects/thumbs/artloan_f12_0027_th.jpg,,,,,,,
artloanprogram_00228,Peace Now,Schwebel,1978,color,"man with child on his shoulders, hebrew words meaning 'peace now'",hebrew ; man ; child,25 1/8 x 19,,print,Framed,Not Matted,"Art Loan, item 28",artloan_f12_0028,image/jpg,,,yes,image,/objects/artloan_f12_0028.jpg,artloan_f12_0028.jpg,/objects/small/artloan_f12_0028_sm.jpg,/objects/thumbs/artloan_f12_0028_th.jpg,,,,,,,
artloanprogram_00229,Kocsis Ingenious Man Exhibition: Memory of Lord Kenneth Clark Oxford University Trinity College,,1988,color,poster for exhibition by James Paul Kocsis,poster ; art,18 in x 14 in,,poster,Not Framed,Not Matted,"Art Loan, item 29",artloan_f12_0029,image/jpg,,,yes,image,/objects/artloan_f12_0029.jpg,artloan_f12_0029.jpg,/objects/small/artloan_f12_0029_sm.jpg,/objects/thumbs/artloan_f12_0029_th.jpg,,,3,From cart in office,,,
artloanprogram_00230,Amerikaans Leven in Amerikaanse Prenten,"United States International Communication Agency, Netherlands-American Amnity Trust, Bryn Mawr College, The Netherlands Society of Philadelphia",,color,Poster for Dutch-American traveling exhibition,poster ; Dutch,19 6/8 in x 12 3/8 in,,poster,Not Framed,Not Matted,"Art Loan, item 30",artloan_f12_0030,image/jpg,,,yes,image,/objects/artloan_f12_0030.jpg,artloan_f12_0030.jpg,/objects/small/artloan_f12_0030_sm.jpg,/objects/thumbs/artloan_f12_0030_th.jpg,,,11,From cart in office,,,
artloanprogram_00231,500 Years Huldrych Zwingli and The Reformation in Zurich,Harvard Divinity School,,color,poster for exhibition,poster,12 in x 16 7/8 in,,poster,Not Framed,Not Matted,"Art Loan, item 31",artloan_f12_0031,image/jpg,,,yes,image,/objects/artloan_f12_0031.jpg,artloan_f12_0031.jpg,/objects/small/artloan_f12_0031_sm.jpg,/objects/thumbs/artloan_f12_0031_th.jpg,,,,From cart in office,,,
artloanprogram_00232,Eenheid en Scheiding in de Nederlanden 1555-1585,Internationale Tentoonstelling Centrum voor Kunst en Cultuur,1976,color,poster for Dutch exhibition,poster ; Dutch,19 5/8 in x 12 1/8 in,,poster,Not Framed,Not Matted,"Art Loan, item 32",artloan_f12_0032,image/jpg,,,yes,image,/objects/artloan_f12_0032.jpg,artloan_f12_0032.jpg,/objects/small/artloan_f12_0032_sm.jpg,/objects/thumbs/artloan_f12_0032_th.jpg,,,,From cart in office,,,
artloanprogram_00233,The German-American Experience: Families Remember,The Balch Institute for Ethnic Studies,1985,color,poster for exhibition,poster ; Philadelphia ; German,18 in x 12 in,,poster,Not Framed,Not Matted,"Art Loan, item 33",artloan_f12_0033,image/jpg,,,yes,image,/objects/artloan_f12_0033.jpg,artloan_f12_0033.jpg,/objects/small/artloan_f12_0033_sm.jpg,/objects/thumbs/artloan_f12_0033_th.jpg,,,,From cart in office,,,
artloanprogram_00234,The Architecture of Independence Mall,,,black-and-white,bird's eye view of Independence Mall in Philly,poster ; Philadelphia,14 1/2 in x 20 6/8 in,,poster,Not Framed,Not Matted,"Art Loan, item 34",artloan_f12_0034,image/jpg,,,yes,image,/objects/artloan_f12_0034.jpg,artloan_f12_0034.jpg,/objects/small/artloan_f12_0034_sm.jpg,/objects/thumbs/artloan_f12_0034_th.jpg,,,,From cart in office,,,
artloanprogram_00235,Geschiedenis Van Het Boek,Wolters Kluwer Nederland,1990,color,poster for Dutch exhibition on manuscripts,poster ; Dutch,20 6/8 in x 15 2/8 in,,poster,Not Framed,Not Matted,"Art Loan, item 35",artloan_f12_0035,image/jpg,,,yes,image,/objects/artloan_f12_0035.jpg,artloan_f12_0035.jpg,/objects/small/artloan_f12_0035_sm.jpg,/objects/thumbs/artloan_f12_0035_th.jpg,,,2,From cart in office,,,
artloanprogram_00236,Beelden Kijken,,1977,color,poster for Dutch exhibition,poster ; Dutch,23 1/2 in x 15 5/8 in,,poster,Not Framed,Not Matted,"Art Loan, item 36",artloan_f12_0036,image/jpg,,,yes,image,/objects/artloan_f12_0036.jpg,artloan_f12_0036.jpg,/objects/small/artloan_f12_0036_sm.jpg,/objects/thumbs/artloan_f12_0036_th.jpg,,,2,From cart in office,,,
artloanprogram_00237,The Man with the Vellum Valise,David T. W. McCord,1978,color,poster with poem by David T. W. McCord,poster ; poetry,18 3/8 in x 12 1/8 in,,poster,Not Framed,Not Matted,"Art Loan, item 37",artloan_f12_0037,image/jpg,,,yes,image,/objects/artloan_f12_0037.jpg,artloan_f12_0037.jpg,/objects/small/artloan_f12_0037_sm.jpg,/objects/thumbs/artloan_f12_0037_th.jpg,,,,From cart in office,,,
artloanprogram_00238,To Alexander Whiteside Williams Clerk of the C. O. V.,"David McCord, Darrell Hyder, Nathan C. Shiverick",1980,color,poster with two poems,poster ; poetry,12 1/8 in x 18,,poster,Not Framed,Not Matted,"Art Loan, item 38",artloan_f12_0038,image/jpg,,,yes,image,/objects/artloan_f12_0038.jpg,artloan_f12_0038.jpg,/objects/small/artloan_f12_0038_sm.jpg,/objects/thumbs/artloan_f12_0038_th.jpg,,,,From cart in office,,,
artloanprogram_00239,The Long Expedition,"Edwin James, Yale Westerners",1984,color,poster with quote by Edwin James,poster,12 2/8 in x 17 3/8 in,,poster,Not Framed,Not Matted,"Art Loan, item 39",artloan_f12_0039,image/jpg,,,yes,image,/objects/artloan_f12_0039.jpg,artloan_f12_0039.jpg,/objects/small/artloan_f12_0039_sm.jpg,/objects/thumbs/artloan_f12_0039_th.jpg,,,,From cart in office,,,
artloanprogram_00240,Wie Was Spinoza,"Fred Cohen, Creative Illustrations Centre",1977,color,poster for Dutch exhibition on Spinoza,poster ; Dutch,25 1/2 in x 16 1/2 in,,poster,Not Framed,Not Matted,"Art Loan, item 40",artloan_f12_0040,image/jpg,,,yes,image,/objects/artloan_f12_0040.jpg,artloan_f12_0040.jpg,/objects/small/artloan_f12_0040_sm.jpg,/objects/thumbs/artloan_f12_0040_th.jpg,,,,From cart in office,,,
artloanprogram_00241,The Plan of St Gall,Southeastern Printing Company,1979,color,poster for University of California thesis,poster ; Switzerland ; California ; blueprint,37 6/8 in x 20 in,,poster,Not Framed,Not Matted,"Art Loan, item 41",artloan_f12_0041,image/jpg,,,yes,image,/objects/artloan_f12_0041.jpg,artloan_f12_0041.jpg,/objects/small/artloan_f12_0041_sm.jpg,/objects/thumbs/artloan_f12_0041_th.jpg,,,,From cart in office,,,
artloanprogram_00242,The Agnew Clinic,Thomas Eakins,,color,poster print of painting by Thomas Eakins,poster ; painting ; medical,16 in x 19 7/8 in,,poster,Not Framed,Not Matted,"Art Loan, item 42",artloan_f12_0042,image/jpg,,,yes,image,/objects/artloan_f12_0042.jpg,artloan_f12_0042.jpg,/objects/small/artloan_f12_0042_sm.jpg,/objects/thumbs/artloan_f12_0042_th.jpg,,,,From cart in office,,,
artloanprogram_00243,English Restoration Bookbindings,British Museum Design Office,1974,color,poster for British Museum bookbinding exhibition,England ; UK ; poster ; books,29 in x 19 in,,poster,Not Framed,Not Matted,"Art Loan, item 43",artloan_f12_0043,image/jpg,,,yes,image,/objects/artloan_f12_0043.jpg,artloan_f12_0043.jpg,/objects/small/artloan_f12_0043_sm.jpg,/objects/thumbs/artloan_f12_0043_th.jpg,,,,From cart in office,,,
artloanprogram_00244,Esther Gyory,The Balch Institute for Ethnic Studies,1983,color,poster for exhibition on Esther Gyory in Philly,poster ; art ; Philadelphia,29 1/8 in x 21 1/8 in,,poster,Not Framed,Not Matted,"Art Loan, item 44",artloan_f12_0044,image/jpg,,,yes,image,/objects/artloan_f12_0044.jpg,artloan_f12_0044.jpg,/objects/small/artloan_f12_0044_sm.jpg,/objects/thumbs/artloan_f12_0044_th.jpg,,,,From cart in office,,,
artloanprogram_00245,Vieira da Silva,Philippe (printer),1969,color,poster for Vieira da Silva exhibition in Paris,poster ; art ; Paris,29 in x 18 in,,poster,Not Framed,Not Matted,"Art Loan, item 45",artloan_f12_0045,image/jpg,,,yes,image,/objects/artloan_f12_0045.jpg,artloan_f12_0045.jpg,/objects/small/artloan_f12_0045_sm.jpg,/objects/thumbs/artloan_f12_0045_th.jpg,,,,From cart in office,,,
artloanprogram_00246,Thomas Jefferson & The Library of Congress,University of Massachussets Boston Library,1979,color,poster for exhibition on Thomas Jefferson,poster ; history ; Boston,16 1/2 in x 16 1/2 in,,poster,Not Framed,Not Matted,"Art Loan, item 46",artloan_f12_0046,image/jpg,,,yes,image,/objects/artloan_f12_0046.jpg,artloan_f12_0046.jpg,/objects/small/artloan_f12_0046_sm.jpg,/objects/thumbs/artloan_f12_0046_th.jpg,,,,From cart in office,,,
artloanprogram_00247,Her Majesty Queen Elizabeth II and His Royal Highness The Duke of Edinburgh,"Peter Grugeon, Ben Johnson & Co.,",1976,color,photo of Queen Elizabeth II and Prince Philip,poster ; England ; royalty,23 3/8 in x 16 1/2 in,,poster,Not Framed,Not Matted,"Art Loan, item 47",artloan_f12_0047,image/jpg,,,yes,image,/objects/artloan_f12_0047.jpg,artloan_f12_0047.jpg,/objects/small/artloan_f12_0047_sm.jpg,/objects/thumbs/artloan_f12_0047_th.jpg,,,,From cart in office,,,
artloanprogram_00248,Her Majesty Queen Elizabeth II,"Peter Grugeon, Ben Johnson & Co.",1976,color,photo portrait of Queen Elizabeth,poster ; England ; royalty,24 3/8 in x 16 1/2 in,,poster,Not Framed,Not Matted,"Art Loan, item 48",artloan_f12_0048,image/jpg,,,yes,image,/objects/artloan_f12_0048.jpg,artloan_f12_0048.jpg,/objects/small/artloan_f12_0048_sm.jpg,/objects/thumbs/artloan_f12_0048_th.jpg,,,,From cart in office,,,
artloanprogram_00249,Sixty Bokes Olde and Newe,,1986,color,poster for exhibition on Chaucer and manuscripts,poster ; history ; literature,19 in x 12 in,,poster,Not Framed,Not Matted,"Art Loan, item 49",artloan_f12_0049,image/jpg,,,yes,image,/objects/artloan_f12_0049.jpg,artloan_f12_0049.jpg,/objects/small/artloan_f12_0049_sm.jpg,/objects/thumbs/artloan_f12_0049_th.jpg,,,,From cart in office,,,
artloanprogram_00250,The John J. Walsdorf William Morris & Kelmscott Press Collection,"The Colophon Book Shop, The Ascensius Press",1996,color,poster for a collection in New Hampshire,poster ; history,17 7/8 in x 11 in,,poster,Not Framed,Not Matted,"Art Loan, item 50",artloan_f12_0050,image/jpg,,,yes,image,/objects/artloan_f12_0050.jpg,artloan_f12_0050.jpg,/objects/small/artloan_f12_0050_sm.jpg,/objects/thumbs/artloan_f12_0050_th.jpg,,,,From cart in office,,,
artloanprogram_00251,Islamic Bindings and Bookmaking,"The Oriental Institute Museum, The University of Chicago",1981,color,poster for an exhibition in Chicago,poster ; history ; Islamic,29 6/8 in 19 7/8 in,,poster,Not Framed,Not Matted,"Art Loan, item 51",artloan_f12_0051,image/jpg,,,yes,image,/objects/artloan_f12_0051.jpg,artloan_f12_0051.jpg,/objects/small/artloan_f12_0051_sm.jpg,/objects/thumbs/artloan_f12_0051_th.jpg,,,,From cart in office,,,
artloanprogram_00252,Small Press Book Fair,Small Press Center,1989,color,poster for book fair with image of Marianne Moore,poster ; Bryn Mawr alumni,24 in x 17 7/8 in,,poster,Not Framed,Not Matted,"Art Loan, item 52",artloan_f12_0052,image/jpg,,,yes,image,/objects/artloan_f12_0052.jpg,artloan_f12_0052.jpg,/objects/small/artloan_f12_0052_sm.jpg,/objects/thumbs/artloan_f12_0052_th.jpg,,,2,From cart in office,,,
artloanprogram_00253,The Brooklyn Dodgers 1955 World Champions,"Rubin Pfeffer, Marianne Moore",,color,Brooklyn Dodgers with poem by Marianne Moore,poster ; New York ; poetry ; baseball,24 in x 18 in,,poster,Not Framed,Not Matted,"Art Loan, item 53",artloan_f12_0053,image/jpg,,,yes,image,/objects/artloan_f12_0053.jpg,artloan_f12_0053.jpg,/objects/small/artloan_f12_0053_sm.jpg,/objects/thumbs/artloan_f12_0053_th.jpg,,,4,From cart in office,,,
artloanprogram_00254,Kocsis,,1990,color,poster for exhibition by James Paul Kocsis,poster ; art,25 7/8 in x 20 1/8 in,,poster,Not Framed,Not Matted,"Art Loan, item 54",artloan_f12_0054,image/jpg,,,yes,image,/objects/artloan_f12_0054.jpg,artloan_f12_0054.jpg,/objects/small/artloan_f12_0054_sm.jpg,/objects/thumbs/artloan_f12_0054_th.jpg,,,3,From cart in office,,,
artloanprogram_00255,Academisch drukwerk in Groningen,,1989,color,poster for Dutch exhibition,poster ; Dutch,26 5/8 in x 18 6/8 in,,poster,Not Framed,Not Matted,"Art Loan, item 55",artloan_f12_0055,image/jpg,,,yes,image,/objects/artloan_f12_0055.jpg,artloan_f12_0055.jpg,/objects/small/artloan_f12_0055_sm.jpg,/objects/thumbs/artloan_f12_0055_th.jpg,,,,From cart in office,,,
artloanprogram_00256,1989 New Year Greetings from Meriden-Stinehour Press,Peter Bittner,1989,color,typeface poster with alphabet,poster ; typeface,33 7/8 in x 10 in,,poster,Not Framed,Not Matted,"Art Loan, item 56",artloan_f12_0056,image/jpg,,,yes,image,/objects/artloan_f12_0056.jpg,artloan_f12_0056.jpg,/objects/small/artloan_f12_0056_sm.jpg,/objects/thumbs/artloan_f12_0056_th.jpg,,,,From cart in office,,,
artloanprogram_00257,The Arts in America Alphabet,Joseph W. Reed,1994,color,typeface poster with faces and on a tree,poster ; typeface,33 3/8 in x 10 in,,poster,Not Framed,Not Matted,"Art Loan, item 57",artloan_f12_0057,image/jpg,,,yes,image,/objects/artloan_f12_0057.jpg,artloan_f12_0057.jpg,/objects/small/artloan_f12_0057_sm.jpg,/objects/thumbs/artloan_f12_0057_th.jpg,,,,From cart in office,,,
artloanprogram_00258,De vrouw in achttiende,Historisch Museum Rotterdam,1996,color,poster for Dutch exhibition,poster ; Dutch,23 2/8 in x 16 1/2,,poster,Not Framed,Not Matted,"Art Loan, item 58",artloan_f12_0058,image/jpg,,,yes,image,/objects/artloan_f12_0058.jpg,artloan_f12_0058.jpg,/objects/small/artloan_f12_0058_sm.jpg,/objects/thumbs/artloan_f12_0058_th.jpg,,,,From cart in office,,,
artloanprogram_00259,"The Butcher, The Baker, The Candlestick Maker: Jan Luyken's Mirrors of 17th Century Dutch Daily Life","Donna R. Barnes, Pantone, Inc.",1995,color,poster for Dutch art exhibition at Hofstra Museum,poster ; art ; Dutch,22 in x 17 in,,poster,Not Framed,Not Matted,"Art Loan, item 59",artloan_f12_0059,image/jpg,,,yes,image,/objects/artloan_f12_0059.jpg,artloan_f12_0059.jpg,/objects/small/artloan_f12_0059_sm.jpg,/objects/thumbs/artloan_f12_0059_th.jpg,,,,From cart in office,,,
